,sigma,labels
335,5.751350402832031,0.0
336,5.756860733032227,0.0
337,4.942449569702148,0.0
338,3.7912745475769043,0.0
339,1.0600249767303467,0.0
340,6.276983261108398,0.0
341,2.478076457977295,0.0
342,5.003028869628906,0.0
343,5.533564567565918,0.0
344,6.060957431793213,0.0
345,5.49659538269043,0.0
346,3.5250024795532227,0.0
347,6.62955379486084,0.0
348,0.8106399774551392,0.0
349,3.2084195613861084,0.0
350,4.147407531738281,0.0
351,1.0146641731262207,0.0
352,2.9068164825439453,0.0
353,5.152227878570557,0.0
354,5.983863830566406,0.0
355,5.703921318054199,0.0
356,5.678970813751221,0.0
357,5.67315673828125,0.0
358,1.0140975713729858,0.0
359,5.064341068267822,0.0
360,3.2121801376342773,0.0
361,5.789183139801025,0.0
362,4.70348596572876,0.0
363,5.6082987785339355,0.0
364,3.7122416496276855,0.0
365,6.181492805480957,0.0
366,5.828866004943848,0.0
367,5.985224723815918,0.0
368,6.074933052062988,0.0
369,5.480924129486084,0.0
370,5.412830829620361,0.0
371,1.4476914405822754,0.0
372,3.2088375091552734,0.0
373,5.681428909301758,0.0
374,6.464446544647217,0.0
375,0.9936237931251526,0.0
376,5.603440284729004,0.0
377,5.829806327819824,0.0
378,6.267910003662109,0.0
379,3.1426496505737305,0.0
380,4.722826957702637,0.0
381,3.2454395294189453,0.0
382,1.9445370435714722,0.0
383,4.686372756958008,0.0
384,5.581965446472168,0.0
385,5.047275543212891,0.0
386,0.9235005974769592,0.0
387,4.520397186279297,0.0
388,5.347109317779541,0.0
389,2.3045926094055176,0.0
390,1.0151017904281616,0.0
391,5.189698219299316,0.0
392,3.574831008911133,0.0
393,5.978691101074219,0.0
394,4.303362846374512,0.0
395,0.7599878907203674,0.0
396,5.457121849060059,0.0
397,5.9134392738342285,0.0
398,6.399685859680176,0.0
399,6.179274559020996,0.0
400,5.124532699584961,0.0
401,5.744579792022705,0.0
402,0.9710051417350769,0.0
403,3.4881603717803955,0.0
404,0.8232463002204895,0.0
405,3.368285655975342,0.0
406,2.1840245723724365,0.0
407,6.149557113647461,0.0
408,1.3366167545318604,0.0
409,5.6171064376831055,0.0
410,2.1446287631988525,0.0
411,6.347933769226074,0.0
412,5.790491104125977,0.0
413,5.212038040161133,0.0
414,2.6078028678894043,0.0
415,3.222960948944092,0.0
416,5.9722747802734375,0.0
417,6.19715690612793,0.0
418,3.9148619174957275,0.0
419,5.950901031494141,0.0
420,5.640073776245117,0.0
421,5.748931884765625,0.0
422,4.231761932373047,0.0
423,6.202099800109863,0.0
424,5.680621147155762,0.0
425,3.2091872692108154,0.0
426,6.0522661209106445,0.0
427,6.254688739776611,0.0
428,5.3129730224609375,0.0
429,3.790733814239502,0.0
430,5.6230292320251465,0.0
431,5.279480934143066,0.0
432,5.343914985656738,0.0
433,5.927180290222168,0.0
434,6.8448486328125,0.0
435,6.04104471206665,0.0
436,6.034672737121582,0.0
437,5.144922256469727,0.0
438,5.294634819030762,0.0
439,4.442983150482178,0.0
440,1.2244287729263306,0.0
441,5.400566101074219,0.0
442,5.195614337921143,0.0
443,6.1412763595581055,0.0
444,5.333910942077637,0.0
445,5.775345802307129,0.0
446,5.725198268890381,0.0
447,1.661996603012085,0.0
448,5.800723075866699,0.0
449,5.773795127868652,0.0
450,6.812422752380371,0.0
451,5.002224922180176,0.0
452,6.425382614135742,0.0
453,5.424820899963379,0.0
454,3.209476947784424,0.0
455,5.448758125305176,0.0
456,5.435091018676758,0.0
457,5.217926979064941,0.0
458,5.143971920013428,0.0
459,5.996264934539795,0.0
460,5.994169235229492,0.0
461,5.649654865264893,0.0
462,1.1046717166900635,0.0
463,5.0619401931762695,0.0
464,6.493015766143799,0.0
465,2.4770421981811523,0.0
466,6.49957799911499,0.0
467,6.090811252593994,0.0
468,5.278249740600586,0.0
469,5.874704360961914,0.0
470,5.614585876464844,0.0
471,6.215369701385498,0.0
472,0.8101469874382019,0.0
473,4.467573165893555,0.0
474,5.469915866851807,0.0
475,2.0397586822509766,0.0
476,5.332915306091309,0.0
477,4.848087310791016,0.0
478,3.114469051361084,0.0
479,6.308692455291748,0.0
480,3.020967960357666,0.0
481,2.00167179107666,0.0
482,2.778820514678955,0.0
483,5.997581481933594,0.0
484,5.6671528816223145,0.0
485,4.888933181762695,0.0
486,3.3379616737365723,0.0
487,3.2075438499450684,0.0
488,5.985857009887695,0.0
489,3.662095069885254,0.0
490,1.0195341110229492,0.0
491,4.720726490020752,0.0
492,3.1565566062927246,0.0
493,1.0123525857925415,0.0
494,6.124946117401123,0.0
495,5.806873321533203,0.0
496,5.024784088134766,0.0
497,4.568951606750488,0.0
498,4.823838233947754,0.0
499,0.9579946994781494,0.0
500,4.502396106719971,0.0
501,3.7004685401916504,0.0
502,5.610279560089111,0.0
503,5.4885149002075195,0.0
504,5.32614803314209,0.0
505,4.783087253570557,0.0
506,5.90278959274292,0.0
507,3.2625701427459717,0.0
508,6.698634624481201,0.0
509,5.268071174621582,0.0
510,5.8120622634887695,0.0
511,0.7058106064796448,0.0
512,0.7522836327552795,0.0
513,4.788519859313965,0.0
514,5.229275226593018,0.0
515,5.684947967529297,0.0
516,0.9395970106124878,0.0
517,4.93389892578125,0.0
518,5.82887077331543,0.0
519,0.8030444979667664,0.0
520,5.401955604553223,0.0
521,0.9385471940040588,0.0
522,2.543255567550659,0.0
523,0.8150382041931152,0.0
524,4.370217323303223,0.0
525,6.094754695892334,0.0
526,6.219235420227051,0.0
527,1.5321228504180908,0.0
528,6.557201385498047,0.0
529,4.518983364105225,0.0
530,5.382664680480957,0.0
531,6.431555271148682,0.0
532,4.888671875,0.0
533,5.393833637237549,0.0
534,2.4716877937316895,0.0
535,0.7072102427482605,0.0
536,1.6143090724945068,0.0
537,6.441232681274414,0.0
538,5.229351997375488,0.0
539,5.50572395324707,0.0
540,3.6650443077087402,0.0
541,6.3876776695251465,0.0
542,5.132565975189209,0.0
543,0.8141417503356934,0.0
544,1.9195539951324463,0.0
545,3.2049720287323,0.0
546,1.0293995141983032,0.0
547,6.423644542694092,0.0
548,5.881898403167725,0.0
549,5.927147388458252,0.0
550,5.238043785095215,0.0
551,5.450250625610352,0.0
552,4.49644136428833,0.0
553,5.945035934448242,0.0
554,4.134537696838379,0.0
555,5.710048675537109,0.0
556,5.700139045715332,0.0
557,5.18627405166626,0.0
558,4.952147006988525,0.0
559,4.090361595153809,0.0
560,3.572406768798828,0.0
561,0.8834208846092224,0.0
562,3.380021572113037,0.0
563,5.583285808563232,0.0
564,4.985391616821289,0.0
565,5.407366752624512,0.0
566,3.679840564727783,0.0
567,5.344840049743652,0.0
568,4.880453586578369,0.0
569,5.452164649963379,0.0
570,5.688756942749023,0.0
571,0.8140437602996826,0.0
572,3.5636162757873535,0.0
573,5.479459285736084,0.0
574,5.475243091583252,0.0
575,0.7122745513916016,0.0
576,0.8331717252731323,0.0
577,6.2504730224609375,0.0
578,0.8291865587234497,0.0
579,5.7587761878967285,0.0
580,5.873119354248047,0.0
581,6.980159759521484,0.0
582,6.385275840759277,0.0
583,5.561720848083496,0.0
584,0.7444585561752319,0.0
585,5.779427528381348,0.0
586,5.5793657302856445,0.0
587,5.426763534545898,0.0
588,1.3851364850997925,0.0
589,5.78814697265625,0.0
590,3.241743564605713,0.0
591,1.4662909507751465,0.0
592,4.776242256164551,0.0
593,0.829434871673584,0.0
594,3.3370161056518555,0.0
595,6.648372650146484,0.0
596,3.959204912185669,0.0
597,6.46511173248291,0.0
598,5.7984490394592285,0.0
599,4.463051795959473,0.0
600,2.639557361602783,0.0
601,5.517295837402344,0.0
602,5.633357048034668,0.0
603,4.736794471740723,0.0
604,1.0449906587600708,0.0
605,1.0238583087921143,0.0
606,6.141125679016113,0.0
607,5.195089817047119,0.0
608,5.348369598388672,0.0
609,3.197906017303467,0.0
610,2.9748573303222656,0.0
611,4.897158145904541,0.0
612,0.8208661079406738,0.0
613,0.806342363357544,0.0
614,4.558450698852539,0.0
615,4.232695579528809,0.0
616,6.195246696472168,0.0
617,2.9909892082214355,0.0
618,5.680619716644287,0.0
619,1.0165084600448608,0.0
620,1.0716004371643066,0.0
621,5.332643032073975,0.0
622,1.0124967098236084,0.0
623,4.889979362487793,0.0
624,2.162644863128662,0.0
625,5.154558181762695,0.0
626,3.6499390602111816,0.0
627,5.6323652267456055,0.0
628,1.614907145500183,0.0
629,5.977288246154785,0.0
630,5.953607082366943,0.0
631,5.001376628875732,0.0
632,3.261979818344116,0.0
633,6.869631290435791,0.0
634,0.9072456359863281,0.0
635,3.743586778640747,0.0
636,5.762518405914307,0.0
637,6.140841960906982,0.0
638,2.219867706298828,0.0
639,5.710866928100586,0.0
640,5.384171485900879,0.0
641,5.437294006347656,0.0
642,5.741978645324707,0.0
643,0.9176180362701416,0.0
644,6.782971382141113,0.0
645,1.8111284971237183,0.0
646,5.973814010620117,0.0
647,5.212980270385742,0.0
648,6.4874773025512695,0.0
649,5.9241414070129395,0.0
650,5.7320356369018555,0.0
651,6.563896179199219,0.0
652,6.276150703430176,0.0
653,5.284191131591797,0.0
654,5.948820114135742,0.0
655,6.208011150360107,0.0
656,1.1940114498138428,0.0
657,5.167688369750977,0.0
658,5.056297302246094,0.0
659,2.234335422515869,0.0
660,5.286078453063965,0.0
661,5.8678741455078125,0.0
662,0.814058780670166,0.0
663,3.070232391357422,0.0
664,5.767449378967285,0.0
665,6.2201080322265625,0.0
666,3.6457509994506836,0.0
667,0.9139092564582825,0.0
668,3.7298295497894287,0.0
669,4.782054424285889,0.0
670,0.7091801166534424,0.0
671,5.566695213317871,0.0
672,6.3290934562683105,0.0
673,5.473296165466309,0.0
674,5.928434371948242,0.0
675,6.394269943237305,0.0
676,5.549047946929932,0.0
677,4.748565673828125,0.0
678,5.946608543395996,0.0
679,5.119614124298096,0.0
680,5.10795783996582,0.0
681,0.7218655943870544,0.0
682,5.813085556030273,0.0
683,6.323154449462891,0.0
684,3.203585147857666,0.0
685,5.604950904846191,0.0
686,5.465820789337158,0.0
687,6.126442909240723,0.0
688,5.091519355773926,0.0
689,4.643563270568848,0.0
690,5.284773826599121,0.0
691,4.234127521514893,0.0
692,5.273401737213135,0.0
693,2.6230058670043945,0.0
694,2.0914790630340576,0.0
695,5.580859184265137,0.0
696,4.878438949584961,0.0
697,5.349404811859131,0.0
698,1.5951532125473022,0.0
699,3.387766122817993,0.0
700,0.8135737776756287,0.0
701,6.08934211730957,0.0
702,5.674552917480469,0.0
703,5.3711700439453125,0.0
704,3.906118869781494,0.0
705,5.914203643798828,0.0
706,6.273068904876709,0.0
707,5.504508018493652,0.0
708,2.725435256958008,0.0
709,2.4830660820007324,0.0
710,3.6190924644470215,0.0
711,5.967985153198242,0.0
712,3.6144537925720215,0.0
713,5.843906402587891,0.0
714,6.150710105895996,0.0
715,5.754418849945068,0.0
716,4.995288372039795,0.0
717,6.696132183074951,0.0
718,5.010707378387451,0.0
719,6.607525825500488,0.0
720,5.8324055671691895,0.0
721,1.7599855661392212,0.0
722,0.8071335554122925,0.0
723,1.210755467414856,0.0
724,5.008723258972168,0.0
725,6.521670341491699,0.0
726,3.030261278152466,0.0
727,5.648886680603027,0.0
728,0.9422231912612915,0.0
729,5.321887969970703,0.0
730,5.810502052307129,0.0
731,6.088223457336426,0.0
732,3.559422254562378,0.0
733,3.2231643199920654,0.0
734,6.244442462921143,0.0
735,5.58802604675293,0.0
736,6.546972751617432,0.0
737,5.31842041015625,0.0
738,1.0248603820800781,0.0
739,5.472415924072266,0.0
740,5.773410320281982,0.0
741,0.8184223175048828,0.0
742,5.54074764251709,0.0
743,5.077190399169922,0.0
744,6.459499359130859,0.0
745,1.2768949270248413,0.0
746,5.407393932342529,0.0
747,2.3383779525756836,0.0
748,5.497655868530273,0.0
749,5.2648210525512695,0.0
750,3.2039682865142822,0.0
751,5.093433380126953,0.0
752,5.7343902587890625,0.0
753,1.0141494274139404,0.0
754,4.005378723144531,0.0
755,5.391818046569824,0.0
756,3.220036029815674,0.0
757,0.8526581525802612,0.0
758,4.906285762786865,0.0
759,2.6152405738830566,0.0
760,6.211582183837891,0.0
761,5.3012495040893555,0.0
762,6.324189186096191,0.0
763,4.660391807556152,0.0
764,1.9475756883621216,0.0
765,4.8903117179870605,0.0
766,5.989801406860352,0.0
767,6.2796406745910645,0.0
768,5.264253616333008,0.0
769,5.778619766235352,0.0
770,6.66302490234375,0.0
771,6.398283004760742,0.0
772,1.852852463722229,0.0
773,6.046871185302734,0.0
774,1.025831937789917,0.0
775,5.759112358093262,0.0
776,6.042064189910889,0.0
777,2.3190882205963135,0.0
778,3.699082851409912,0.0
779,6.201812267303467,0.0
780,3.8322110176086426,0.0
781,1.0683270692825317,0.0
782,5.6249098777771,0.0
783,6.28321647644043,0.0
784,3.475050449371338,0.0
785,4.541468143463135,0.0
786,5.320683479309082,0.0
787,5.77159309387207,0.0
788,6.237455368041992,0.0
789,4.5405659675598145,0.0
790,5.851311683654785,0.0
791,1.076418161392212,0.0
792,5.569324016571045,0.0
793,6.0713090896606445,0.0
794,2.3001885414123535,0.0
795,4.853034973144531,0.0
796,6.492379665374756,0.0
797,5.448295593261719,0.0
798,6.013637542724609,0.0
799,6.040289878845215,0.0
800,0.854919970035553,0.0
801,1.7398957014083862,0.0
802,5.13356876373291,0.0
803,5.011733055114746,0.0
804,5.685535430908203,0.0
805,5.287136077880859,0.0
806,6.301593780517578,0.0
807,5.245685577392578,0.0
808,6.225669860839844,0.0
809,6.213191032409668,0.0
810,5.359770774841309,0.0
811,5.25071907043457,0.0
812,0.8199678659439087,0.0
813,4.807188987731934,0.0
814,5.553158760070801,0.0
815,0.8047811985015869,0.0
816,5.571175575256348,0.0
817,5.314342498779297,0.0
818,6.348363399505615,0.0
819,6.022673606872559,0.0
820,5.543364524841309,0.0
821,5.578098773956299,0.0
822,2.372610330581665,0.0
823,0.8045967221260071,0.0
824,1.1935138702392578,0.0
825,5.972991466522217,0.0
826,6.538164138793945,0.0
827,2.216555595397949,0.0
828,5.732534408569336,0.0
829,6.118735313415527,0.0
830,5.184226989746094,0.0
831,4.842371940612793,0.0
832,4.098320960998535,0.0
833,5.496149063110352,0.0
834,5.060849189758301,0.0
835,5.563155174255371,0.0
836,5.7400031089782715,0.0
837,5.467782974243164,0.0
838,3.887363910675049,0.0
839,4.491666793823242,0.0
840,0.8140707015991211,0.0
841,5.484333515167236,0.0
842,0.8308812379837036,0.0
843,5.9254350662231445,0.0
844,5.527454376220703,0.0
845,6.919322967529297,0.0
846,5.247615337371826,0.0
847,4.729063987731934,0.0
848,6.149710655212402,0.0
849,5.210358142852783,0.0
850,3.704868793487549,0.0
851,1.2325642108917236,0.0
852,4.58896017074585,0.0
853,1.5785815715789795,0.0
854,4.781099319458008,0.0
855,5.944908142089844,0.0
856,3.5287985801696777,0.0
857,5.901975154876709,0.0
858,0.9138484001159668,0.0
859,5.732122421264648,0.0
860,4.445625305175781,0.0
861,5.466489791870117,0.0
862,6.228071689605713,0.0
863,5.882997512817383,0.0
864,1.0041078329086304,0.0
865,1.3239002227783203,0.0
866,4.5308122634887695,0.0
867,5.547468185424805,0.0
868,1.739366888999939,0.0
869,4.221845626831055,0.0
870,5.153406620025635,0.0
871,1.0386228561401367,0.0
872,5.428279876708984,0.0
873,6.193603515625,0.0
874,5.087872505187988,0.0
875,1.0658832788467407,0.0
876,5.260068893432617,0.0
877,4.9425554275512695,0.0
878,5.251368522644043,0.0
879,6.142292022705078,0.0
880,1.30029296875,0.0
881,5.9036102294921875,0.0
882,6.262745380401611,0.0
883,5.435317039489746,0.0
884,5.945805549621582,0.0
885,5.7536516189575195,0.0
886,5.941434383392334,0.0
887,3.440519332885742,0.0
888,6.535576820373535,0.0
889,4.020792007446289,0.0
890,5.529561996459961,0.0
891,3.1544346809387207,0.0
892,6.164292335510254,0.0
893,5.615710258483887,0.0
894,4.126757621765137,0.0
895,1.0546892881393433,0.0
896,5.632160186767578,0.0
897,2.0054433345794678,0.0
898,5.647982120513916,0.0
899,5.036339282989502,0.0
900,5.795729160308838,0.0
901,1.7238311767578125,0.0
902,0.699580192565918,0.0
903,5.664698123931885,0.0
904,5.920909404754639,0.0
905,5.56725549697876,0.0
906,4.5078535079956055,0.0
907,5.645310401916504,0.0
908,2.679551601409912,0.0
909,5.314837455749512,0.0
910,5.461273193359375,0.0
911,4.90882682800293,0.0
912,5.974635601043701,0.0
913,5.180323600769043,0.0
914,5.808439254760742,0.0
915,2.9850807189941406,0.0
916,5.671619415283203,0.0
917,1.0495989322662354,0.0
918,1.6231001615524292,0.0
919,5.310515880584717,0.0
920,2.8900609016418457,0.0
921,3.2033920288085938,0.0
922,4.856207370758057,0.0
923,5.782101631164551,0.0
924,5.969452857971191,0.0
925,5.212159156799316,0.0
926,5.908857822418213,0.0
927,5.392177104949951,0.0
928,0.783716082572937,0.0
929,4.497879505157471,0.0
930,4.980605125427246,0.0
931,5.034307479858398,0.0
932,5.829784870147705,0.0
933,5.67721700668335,0.0
934,0.8268903493881226,0.0
935,5.250304222106934,0.0
936,5.587340354919434,0.0
937,5.85440731048584,0.0
938,3.564365863800049,0.0
939,5.945891380310059,0.0
940,3.7137365341186523,0.0
941,5.905777931213379,0.0
942,6.062865734100342,0.0
943,5.621822357177734,0.0
944,0.8740633726119995,0.0
945,2.982219934463501,0.0
946,6.629522323608398,0.0
947,5.809536933898926,0.0
948,5.555753707885742,0.0
949,4.726387023925781,0.0
950,5.706517219543457,0.0
951,3.2380900382995605,0.0
952,5.787186145782471,0.0
953,6.490760803222656,0.0
954,4.4630045890808105,0.0
955,1.7999755144119263,0.0
956,6.426536560058594,0.0
957,1.7734017372131348,0.0
958,6.055336952209473,0.0
959,0.8055303692817688,0.0
960,6.500147819519043,0.0
961,5.4441657066345215,0.0
962,1.958762764930725,0.0
963,2.122549533843994,0.0
964,3.615488052368164,0.0
965,4.850995063781738,0.0
966,6.198429584503174,0.0
967,5.02091121673584,0.0
968,4.152693748474121,0.0
969,4.026912689208984,0.0
970,5.142014503479004,0.0
971,4.754038333892822,0.0
972,6.720230579376221,0.0
973,2.3824994564056396,0.0
974,5.876689434051514,0.0
975,0.7443159222602844,0.0
976,3.5794472694396973,0.0
977,0.8047983646392822,0.0
978,5.667600631713867,0.0
